;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
sub-0309;0,194738358;0,199255645;0,327520818;0,08509174;0,139459446;0,029121246;0,683111489;0,657237351;0,231213048;0,485595167;0,427274555;0,63812232;0,290431917;0,706741512;0,448637784;0,193521187;0,496680737;0,155794919;0,042232949;0,105201781;0,622143149
sub-0310;0,593767047;0,792657256;-0,018248178;0,333905429;0,311006546;0,533150673;0,674576342;0,42924574;0,238698944;0,203406036;0,244095132;0,198992893;0,334970266;0,271254569;0,460638463;0,162965581;0,196958736;-0,007302416;0,579255581;0,595201254;0,792982757
sub-0312;0,685579777;0,797738433;0,673448026;0,685506463;0,668549418;0,808557689;0,81352216;0,77833128;0,61251533;0,5133394;0,783542454;0,778718293;0,648373187;0,756207943;0,869392037;0,552075446;0,78948909;0,862123966;0,449649274;0,699752152;0,79792726
sub-0314;0,396997094;0,481775671;0,069232523;0,037439879;0,313552052;0,471972018;0,579256833;0,43390432;0,197230592;0,460903943;0,324136406;0,617457271;0,273891389;0,636209607;0,321914673;0,189149156;0,560606182;-0,128963083;0,017773556;0,096847117;0,455183178
sub-0354;0,795518041;0,798017025;0,61847496;0,600248575;0,597498894;0,657825291;0,872591555;0,768576503;0,654083192;0,653591275;0,640525341;0,84039253;0,665021122;0,832283497;0,716312766;0,553152502;0,847212791;0,567118645;0,567591786;0,748397529;0,737201929
sub-0355;0,524732411;0,636382043;0,556046665;0,515186727;0,619939864;0,673099756;0,680415928;0,628621161;0,468734443;0,563411832;0,522994876;0,646136999;0,578753769;0,700829506;0,604222;0,534420967;0,642440617;0,574007273;0,607339025;0,572266579;0,694203913
sub-0357;0,534710884;0,644976437;0,248446882;0,341408432;0,544564962;0,656585634;0,777087152;0,722361684;0,353568912;0,469770968;0,453583449;0,596183538;0,28005299;0,603101194;0,479139864;0,245187059;0,503546059;0,215136617;0,404776543;0,493509293;0,575433731
sub-0358;0,750509441;0,66184324;0,674328148;0,559143007;0,653666496;0,70197463;0,786737263;0,77792263;0,445523709;0,765838861;0,771373749;0,828828275;0,520666718;0,888542235;0,862057686;0,471390009;0,87682277;0,813788652;0,535950303;0,590782762;0,84414953
sub-0364;0,661863029;0,798863053;0,607195437;0,579748452;0,580800474;0,678734183;0,707679868;0,810041249;0,496595681;0,485400885;0,57885468;0,723305225;0,608832598;0,7756356;0,747122526;0,458971381;0,626624346;0,508752644;0,593372762;0,744087636;0,738172531
sub-0366;0,523032546;0,785494626;0,449283659;0,336525977;0,649977386;0,645690799;0,434673369;0,712919354;0,414674997;0,422842264;0,39956671;0,422376662;0,278736681;0,74613291;0,571760654;0,341927648;0,359191447;0,267859399;0,232980534;0,612050533;0,472573042
sub-0367;0,632435501;0,29794246;0,655114472;0,657190204;0,490369827;0,578525901;0,780244172;0,865082741;0,531056702;0,698296726;0,683825195;0,660037458;0,374418944;0,725248873;0,558767319;0,581193209;0,677795112;0,687136471;0,418088704;0,422342122;0,831264019
sub-0368;0,570179045;0,62719667;0,525730669;0,359306544;0,65669781;0,433322519;0,695802212;0,782937706;0,257238716;0,468402177;0,118006535;0,7306422;0,278076231;0,725436211;0,112850942;0,153122932;0,506187558;-0,143763304;0,296403885;0,353875399;0,376987934
sub-0369;0,315102011;0,496618271;0,368911147;0,291748434;0,262100339;0,483991057;0,644362509;0,779272139;0,279863685;0,460936099;0,421905041;0,659412563;0,33222729;0,706742048;0,534592509;0,161269054;0,512633622;0,293963075;0,224098548;0,420649856;0,576705992
sub-0370;0,59308511;0,582428694;0,548764527;0,550053239;0,586395085;0,693724036;0,611469328;0,80221355;0,475288093;0,482649595;0,398189187;0,637715101;0,481464386;0,769086123;0,468668401;0,491416901;0,518840671;0,358598739;0,403878123;0,574932516;0,359253705
sub-0375;0,664973915;0,802062988;0,579841256;0,565298498;0,752415419;0,697674274;0,828131139;0,816870511;0,742547154;0,735005736;0,741077244;0,790763199;0,705612838;0,863977432;0,793055177;0,677505016;0,786673665;0,661373377;0,696254432;0,748984158;0,82854414
sub-0376;0,703295231;0,718088448;0,719963849;0,678958774;0,753591001;0,720271766;0,742397904;0,867888749;0,731932402;0,797555625;0,804471672;0,815185249;0,718930066;0,859378636;0,774861753;0,786035419;0,836783409;0,824494839;0,766037703;0,815086067;0,863799095
sub-0379;0,875711381;0,903443873;0,828675747;0,436476439;0,797748327;0,80438453;0,930428088;0,883425295;0,535189629;0,831953168;0,820046067;0,874191999;0,517476082;0,82998085;0,83135432;0,468835473;0,811533272;0,792776644;0,373283744;0,395185262;0,907632947
sub-0380;0,279185206;0,466666728;0,36341992;0,343786508;-0,081692822;-0,105180405;0,651520669;0,739806175;0,201740175;0,242047936;0,039895449;0,72804296;0,42617318;0,311673462;0,007466627;0,2573587;0,304640651;-0,024318522;0,310432315;0,361698061;0,55671376
sub-0385;0,306674689;0,351491362;0,299703002;0,032082159;0,12636216;0,184311509;0,445471823;0,64254564;0,45594573;0,20928441;0,494990796;0,64602226;0,311518997;0,590567052;0,162488446;0,394858003;0,510650992;0,342536658;0,365338236;0,544361532;0,312831134
sub-0387;0,347768515;0,54034102;0,298629969;0,287878603;0,477481186;0,152849108;0,512315094;0,702009439;0,04770596;0,311891675;-0,027254961;0,649054646;0,277586728;0,587299883;-0,073249109;0,006259835;0,395646632;-0,225260824;0,501446962;0,620869517;0,435209483
sub-0388;0,219359845;0,646216631;0,287832677;0,349857628;0,41899395;0,236550167;0,218405604;0,390790075;0,178848743;0,13195233;0,225750744;0,405560285;0,387517065;0,698123515;0,113381274;0,100784041;0,242895454;-0,139384955;0,440181524;0,465710074;0,33198297
sub-0389;0,148913234;0,55806613;0,485865623;0,04351671;0,352374047;-0,097407691;0,62220788;0,62240392;0,127622262;0,18949531;0,002011259;0,625382185;0,100436412;0,528835595;-0,086106688;0,159230873;0,411718041;0,183977038;0,126970097;0,403591365;0,377569288
sub-0390;-0,040919673;0,396913797;0,061290283;0,233368576;0,19116421;-0,007814197;0,335413009;0,634027898;0,252131492;0,262714207;0,333905965;0,442220867;0,224941745;0,463416874;-0,000206462;0,061917182;0,355829656;0,156790808;0,204320878;0,439223439;0,473904997
sub-0391;0,514621973;0,739997327;0,379579991;0,536691785;0,456690043;0,462837934;0,673772454;0,424744874;0,523972094;0,521455407;0,511942208;0,524628758;0,572490454;0,674012721;0,608165979;0,368433595;0,486755967;0,294707209;0,528452277;0,590137184;0,746552587
sub-0392;0,850408554;0,736711919;0,809879839;0,62550807;0,474650383;0,762543559;0,68612802;0,800624967;0,53859669;0,466933936;0,717173219;0,791637301;0,506744266;0,780728102;0,705235422;0,61056602;0,628817797;0,760553658;0,487038523;0,633170247;0,538544774
sub-0393;0,641316056;0,793710053;0,448047251;0,428269714;0,566844046;0,611574292;0,575070262;0,52922225;0,115701906;0,35296914;0,547275662;0,49067384;0,476669103;0,642395079;0,629580915;0,450682729;0,57450074;0,533999383;0,581364632;0,513867974;0,592839122
sub-0394;0,715235293;0,615261197;0,30954963;0,64244616;0,318885088;0,653617203;0,603483438;0,504362345;0,565630376;0,389308304;0,663401425;0,336886048;0,504817247;0,77464819;0,646250904;0,45255965;0,498877645;0,513730824;0,456222951;0,728015125;0,607738137
sub-0395;0,315027148;0,408477664;0,268901944;0,394429266;0,322504759;0,437912136;0,814580142;0,743011177;0,077392735;0,622156322;0,42066884;0,711455524;0,185966104;0,649649084;0,43721655;0,164410219;0,727213144;0,301039815;0,24375239;0,492517024;0,573079586
sub-0396;0,689661264;0,663112402;0,629092991;0,442658484;0,446572334;0,696697831;0,707484186;0,809401572;0,411538661;0,480673343;0,636499882;0,637963653;0,53361392;0,521862447;0,671393216;0,456897974;0,644491374;0,685065866;0,408524185;0,706360936;0,669900298
sub-0399;0,659371734;0,757369399;0,484709203;0,465753525;0,550381362;0,663047254;0,794923484;0,787466645;0,407744259;0,64930892;0,734108508;0,683982849;0,465659618;0,740060747;0,688056469;0,359809428;0,720184565;0,634819329;0,437655091;0,571043789;0,629511714
sub-0400;0,811141789;0,727256715;0,555882454;0,565609455;0,20884712;0,656689584;0,678757906;0,641532838;0,499638975;0,079776816;0,592217624;0,698216915;0,48391068;0,518031061;0,583329141;0,410831392;0,425318182;0,465598583;0,169605032;0,517132103;0,401323467
sub-0401;0,523507118;0,665205002;0,662577152;0,531426072;0,634768367;0,59622407;0,585297942;0,745390296;0,448110104;0,498347849;0,425671011;0,745249152;0,551653683;0,717998505;0,543499708;0,448524237;0,677630723;0,548030972;0,558575749;0,539103866;0,753136158
sub-0403;0,127655551;0,511429846;0,262638927;0,157569528;0,223783925;0,063327193;0,705104291;0,563146412;0,239538193;0,408931911;0,34619242;0,497173816;0,332479715;0,421447009;0,301183373;0,231853366;0,357391149;0,084548838;0,303977042;0,345800191;0,686040521
sub-0404;0,630040288;0,645824134;0,61141336;0,494582117;0,617178559;0,520617366;0,822916627;0,865974903;0,595663071;0,706631958;0,61393398;0,828480065;0,465664804;0,826302409;0,623774946;0,470428348;0,70507282;0,491820723;0,473482817;0,67430836;0,663378716
sub-0405;0,311368823;0,648419797;0,292746902;0,031397283;0,590200722;0,455149472;0,433094561;0,544395268;0,167090341;0,36337471;0,303827792;0,466071129;0,104817607;0,417171061;0,177827403;0,088545881;0,389609545;0,061878711;0,133189633;0,348279625;0,675299525
sub-0407;0,376275718;0,215355158;0,140167043;0,31248942;0,037410937;0,370843768;0,556135476;0,802718818;0,632237792;0,414256006;0,548580945;0,736827135;0,518103898;0,784218073;0,464225143;0,567059755;0,672569275;0,500070333;0,425422162;0,610858023;0,547825336
sub-0408;0,577583492;0,783161223;0,608077645;0,279464155;0,806854904;0,693592489;0,438443393;0,803954422;-0,036183171;0,635940254;0,510620475;0,541026711;0,241980985;0,759913504;0,637937307;0,195643708;0,71157378;0,658152044;0,361648887;0,518424571;0,79722321
sub-0410;0,495189309;0,580088437;0,499552101;0,158738822;0,439753711;0,190211058;0,367243648;0,61741668;-0,175143525;0,333860397;-0,061324362;0,497272104;0,018489139;0,583778262;0,15890412;-0,098725915;0,649917066;0,157544553;-0,074449919;0,180773214;0,432766676
sub-0411;0,16345039;0,530672431;0,227823362;-0,159715742;0,208963454;0,116631672;0,307136416;0,63761133;0,082010768;0,226611763;0,273942858;0,547285914;-0,02216935;0,707062483;0,515473783;0,186626598;0,482968092;0,505084991;0,036594499;0,338501573;0,654582381
sub-0412;0,569113314;0,393164635;0,203781545;0,32368055;0,353791744;0,410481632;0,149524286;0,160808012;0,199899822;0,128430963;0,408033162;0,557134449;0,163353726;0,629014194;-0,010714628;0,067413926;0,614143193;-0,019425504;0,219409883;0,473028094;0,198827356
sub-0418;0,886034071;0,918299615;0,822405756;0,668223441;0,828912377;0,854474425;0,920507133;0,870420814;0,733880699;0,824021816;0,861952364;0,856939554;0,700408936;0,838150144;0,821342289;0,632898033;0,916466951;0,864698708;0,622294366;0,678559601;0,861374855
sub-0419;0,632611811;0,462501466;0,431039661;0,294045895;0,412873268;0,568207383;0,768923163;0,794449329;0,334638;0,659208596;0,422986835;0,744800508;0,325767338;0,66292721;0,289275229;0,309973121;0,735940039;0,31923905;0,412475556;0,579340577;0,573629439
sub-0421;0,426217288;0,612202168;0,426673084;0,053195264;0,223981366;0,213072225;0,670640945;0,666009068;0,446982861;0,513255239;0,547066867;0,614548445;0,34430778;0,649830341;0,504859209;0,264214724;0,492803067;0,232970834;0,44911769;0,651925862;0,606371164
sub-0425;0,241961658;-0,118200734;-0,210171342;-0,125645563;0,142304212;0,328655511;0,198536202;0,457274377;0,236638069;0,357573152;0,567786038;0,462441832;0,558575571;0,689050257;0,371068388;0,330484658;0,512640536;0,374813735;0,431173384;0,349015772;0,676748574
sub-0435;0,295937419;0,522630155;0,40617907;0,134614244;0,352575362;0,27677545;0,587763727;0,608462811;0,12300621;-0,037129357;-0,155540094;0,63088733;0,285358042;0,478884757;0,221027166;0,229428634;0,207265496;0,031254191;0,340150952;0,393273532;0,53754127
sub-0441;0,47823593;0,609680533;0,458964348;-0,037904836;0,435845315;0,416507781;0,759039223;0,737065732;0,073885612;0,485858351;0,510618448;0,771312833;-0,038422354;0,735760629;0,422591656;0,121057987;0,62264806;0,412382632;0,022458652;0,450185955;0,469715595
sub-0457;-0,040742483;0,469546258;0,180739358;0,296414822;0,40367955;0,149629831;0,389185399;0,628090441;0,321505725;0,384048015;0,39241451;0,577563286;0,264587492;0,690224171;0,037375014;0,382095903;0,543231606;0,27546677;0,529814839;0,612696052;0,26142785
sub-0458;0,567547977;0,485357076;0,451622903;0,029997785;0,538897276;0,070110597;0,679139912;0,802205265;-0,043812193;0,436802357;0,202852339;0,678644717;0,098219141;0,675726473;0,329162389;0,073343135;0,538084626;0,205449328;0,339113265;0,542757511;0,423703969
sub-0465;0,529920697;0,589872241;0,460757703;0,408495128;0,306221873;0,388464838;0,289515585;0,401755959;0,258083731;-0,074184448;0,169766471;0,546958804;0,434721142;0,700206161;0,424413711;0,10509567;0,265414208;-0,085862681;0,418877155;0,63713485;0,529928505
sub-0466;0,437548786;0,521365404;0,471418649;0,342965901;0,524370134;0,461403817;0,812835515;0,789842904;0,392892629;0,671943307;0,614122748;0,707504511;0,454748571;0,745556116;0,677055478;0,354091227;0,682600737;0,590957165;0,377352118;0,458943248;0,692192376
sub-0479;0,618284404;0,68947494;0,671359658;0,113665201;0,679741979;0,709263802;0,642918885;0,81040889;0,020387679;0,655766547;0,594562292;0,681419849;0,080091327;0,72910738;0,699182212;0,088139549;0,742818356;0,676805556;0,124699682;0,242520571;0,855753839
sub-0496;0,262068868;0,618205786;0,251064539;0,378642261;0,427269101;0,529132307;0,082855627;0,492881745;0,235012382;0,307964325;0,381198287;0,358341962;0,494959772;0,686795592;0,429969072;0,147409052;0,508391738;0,186477974;0,480583429;0,36116749;0,362469882
sub-0501;0,595184386;0,682138205;0,334906965;0,221597552;0,051186819;0,200553566;0,696018457;0,653378129;0,306417197;0,194894031;0,293974638;0,577680051;0,243049055;0,506731749;0,50507766;0,239542723;0,40256089;0,352117717;0,122912332;0,483259857;0,600227475
sub-0502;0,417668313;0,47432071;0,374798715;0,491613895;0,305343837;0,586978853;0,684776425;0,466071218;0,379466921;0,083284639;0,479335397;0,669289112;0,36719206;0,414029568;0,496805072;0,290723413;0,573226213;0,352566361;0,155790925;0,508457243;0,308264285
sub-0503;0,766406476;0,737715065;0,585450292;0,540775061;0,512547612;0,387126803;0,82034421;0,757871926;0,659305632;0,732812047;0,434985757;0,807763577;0,666603506;0,791954577;0,375742882;0,647438467;0,848545492;0,275710672;0,71570915;0,454989374;0,304345131
sub-0505;0,268660992;0,403137118;0,273773342;0,202310443;0,299115628;0,138886303;0,553497851;0,588064849;0,438435972;0,369359314;0,329402477;0,450126261;0,274737477;0,374762475;0,065431193;0,327370226;0,635249972;0,386981845;0,284286827;0,54746747;0,460502952
sub-0506;0,61785537;0,761688054;0,497544259;0,543297052;0,465900749;0,550501406;0,534553289;0,779818058;0,334858537;0,320774674;0,28900212;0,497292131;0,480725765;0,605879903;0,476222277;0,296782762;0,471107155;0,233882084;0,390132576;0,459201187;0,54143697
sub-0507;0,380915046;0,252835482;0,26758948;0,0417386;0,058538292;0,142785057;0,482323259;0,676955223;-0,13338688;0,303723991;-0,021185474;0,512208521;0,091239713;0,65352428;-0,063236468;-0,159667253;0,302134693;-0,118879169;0,032509033;0,025465699;0,227333426
sub-0516;-0,260443002;0,524392724;0,295060188;0,065205701;0,409571886;0,011705001;0,113030098;0,215940207;0,263478816;0,082297586;0,403374314;0,285977602;0,228213012;0,57386601;0,119057633;-0,068405636;0,197661757;-0,123651512;0,286858559;0,597576559;0,286671847
sub-0517;0,208452493;0,58374995;0,338150024;0,148649856;0,274137735;0,256579131;0,699901581;0,793438613;0,490510374;0,70318383;0,505736411;0,704849422;0,371799111;0,639077544;0,362154245;0,508943021;0,812054813;0,690979362;0,487901509;0,538431585;0,752902091
sub-0524;0,771663725;0,831018806;0,489328563;0,46115616;0,348376751;0,482344389;0,781794131;0,483900696;0,476919621;0,360542476;0,594592214;0,547843039;0,427407652;0,515793562;0,542517126;0,273688793;0,561053395;0,500577509;0,266052961;0,511303842;0,688943028
sub-0525;0,50752306;0,703091204;0,553996682;0,442037404;0,328763753;0,37263307;0,776368678;0,693778932;0,532322407;0,528200626;0,60351634;0,732734084;0,557530463;0,572334826;0,540586889;0,537461579;0,394238383;0,405954272;0,614364624;0,679536343;0,805513263
sub-0528;0,646252096;0,710080981;0,69851613;0,251879275;0,436763853;0,595200062;0,840376616;0,835068464;0,094136387;0,65829432;0,483011246;0,747435272;0,287331402;0,723953009;0,564856291;0,074479483;0,669551134;0,494844764;0,204356059;0,529930413;0,47908029
sub-0549;0,646910846;0,749158084;0,4682163;0,349425972;0,331148952;0,250570267;0,702255845;0,738487422;0,563138604;0,436255574;0,400467217;0,629591346;0,459372938;0,444897324;0,158351198;0,471437067;0,543561995;0,210093677;0,428434998;0,493432939;0,412362188
sub-0550;0,421568722;0,632848859;0,581841707;-0,01934633;0,670678854;0,605433464;0,592853427;0,809677899;0,119802155;0,56016922;0,630580485;0,647250235;0,143126369;0,837845147;0,739960849;0,084732965;0,682307363;0,674851477;0,166020185;0,355686992;0,777233303
sub-0551;0,849133968;0,900660098;0,785918713;0,6094203;0,717065394;0,73130548;0,842813969;0,886778653;0,547890425;0,757872939;0,779938161;0,827802062;0,608078539;0,812352061;0,735393643;0,46190688;0,740095437;0,685593605;0,507658184;0,743405461;0,747069299
sub-0552;0,694472849;0,856820762;0,631674409;0,584663987;0,734323323;0,60449636;0,852389693;0,787701607;0,647366762;0,745503724;0,718875289;0,813592196;0,682991982;0,873794734;0,752266943;0,596874833;0,876926363;0,62591958;0,617496908;0,653096795;0,69629401
sub-0553;0,795707226;0,706142247;0,616989255;0,391121596;0,765434623;0,85634321;0,840917766;0,834162831;0,387849152;0,802489877;0,72584033;0,783485353;0,430114478;0,822532773;0,689204931;0,292569906;0,740839064;0,524257123;0,380328298;0,517010152;0,75319469
sub-0554;0,699095488;0,51097554;0,406631142;0,003293428;0,12875393;0,191521123;0,340372264;0,547818601;0,169999853;0,090712257;0,008528261;0,540999055;0,259474874;0,625268757;0,554934382;0,32630375;0,539114535;0,288758069;0,242122948;0,176783875;0,531105638
sub-0555;0,537807226;0,466155946;0,552911162;0,137620524;0,217883483;0,250949413;0,409454405;0,624537766;0,243250117;0,296969146;0,387148917;0,515520036;0,406497121;0,589102387;0,21610935;0,140862122;0,295591652;0,148603559;0,443376452;0,344892055;0,50696969
sub-0556;0,023365524;0,456347883;0,137692824;0,250467807;0,28613764;0,350995719;0,431958556;0,619640708;0,179841012;-0,026724054;0,101337522;0,603680968;0,26200068;0,597300828;0,557569802;0,240895614;0,466025978;0,483843297;0,29053238;0,610438406;0,701249421
sub-0566;0,299156725;0,01988662;0,422957689;0,024661951;0,023362307;0,257253289;0,030435478;0,618133783;0,124884151;0,025748115;0,371761739;-0,077102825;0,217722654;0,504825592;-0,051052086;-0,026967051;0,179936096;0,417998493;0,029914392;0,308700204;0,126558423
sub-0567;0,573734462;0,644863069;0,267624766;0,264531285;0,121748105;0,520416915;0,463861138;0,428040504;0,133790821;0,032445263;0,299372137;0,350483835;0,28945002;0,042698082;0,438163221;0,237125471;0,177746549;0,110015787;0,121645093;0,429435283;0,144048557
sub-0568;0,432877481;0,587150395;0,461974531;0,254341155;0,522980273;0,487401307;0,475315094;0,836621523;0,161049902;0,556235492;0,549868643;0,577424347;0,361447245;0,727865875;0,410982311;0,15994978;0,662500739;0,490773231;0,303080678;0,307072133;0,673530161
sub-0569;0,318593323;0,40364942;0,49832955;0,150588736;0,384898514;-0,010254068;0,316986918;0,648019135;0,375948191;0,541063488;0,172697097;0,393951803;0,157821402;0,493879795;-0,072327338;0,249387547;0,657182217;-0,031434204;0,383158922;0,505299926;0,201282829
sub-0575;0,238883898;0,622068167;0,365699828;0,263445467;0,18409504;0,281844467;0,56153065;0,631098211;0,514272571;0,310599118;0,535397589;0,662367046;0,463575333;0,564494133;0,526913822;0,466759264;0,673015594;0,607303917;0,226779506;0,621819735;0,577156484
sub-0577;0,473428011;0,768005371;0,409259468;0,106389649;0,595710218;0,29351896;0,694823205;0,739944518;0,507404327;0,610998213;0,487223625;0,655414581;0,284184843;0,765951693;0,464937657;0,502419531;0,684223294;0,518143475;0,410160065;0,481688738;0,543078959
sub-0578;0,289678097;0,745269835;0,420572788;0,483426511;0,761260033;0,657123506;0,590600014;0,84683758;0,422255427;0,581914723;0,312870592;0,715434372;0,574639142;0,870320678;0,45033282;0,503238678;0,749098361;0,442066878;0,619483471;0,359135777;0,648279667
sub-0579;0,573058665;0,571409047;0,685779035;0,398749232;0,592744589;0,623457551;0,697574019;0,763827324;0,071266867;0,602494419;0,521545529;0,743574321;0,055843022;0,659060717;0,392332822;0,056397885;0,640902877;0,506305575;0,241964236;0,537648022;0,720352352
sub-0580;0,859982193;0,882417679;0,789438486;0,472707748;0,632688522;0,768396914;0,884115815;0,876687348;0,469874293;0,574878991;0,753636956;0,836579919;0,405533403;0,741685688;0,796139598;0,420112163;0,613700926;0,79113239;0,149682641;0,279345781;0,762875199
sub-0582;0,307109684;0,266960442;0,595100641;0,518853307;0,463822275;0,578394949;0,238103792;0,413378716;0,04020701;0,12178003;0,144634455;0,243018433;0,178399459;0,240278408;0,213746399;0,483805031;0,664820373;0,621090293;0,565260649;0,664405048;0,702939451
sub-0583;0,390740603;0,648703754;0,264547676;0,522734821;0,438117832;0,499077708;0,574290216;0,711881757;0,578052223;0,357117176;0,426275969;0,504323006;0,577545106;0,659546793;0,549826801;0,495248795;0,249718025;0,228826523;0,42656526;0,550287843;0,684470534
sub-0588;0,457000464;0,695283413;0,4466649;0,504325449;0,543089628;0,454943717;0,563629627;0,629157007;0,594688892;0,537213743;0,504226089;0,629867256;0,693174899;0,795569658;0,584505796;0,712042868;0,740111232;0,653587401;0,846336067;0,808003902;0,806072414
sub-0593;0,387986362;0,767758548;0,269590706;0,049786076;0,28368032;0,095623024;0,543025374;0,572949529;0,332033426;0,514987111;0,346981168;0,521588326;0,181123927;0,594428837;0,24033758;0,296672046;0,705717206;0,438805193;0,16735442;0,515495002;0,404379755
sub-0594;0,119383559;-0,106096126;0,333054185;0,38444218;0,373004526;0,447280258;0,417671978;0,364474565;0,168834314;0,43563953;0,1696814;0,018957602;-0,146630973;0,334517539;-0,01825982;0,353123873;0,521226525;0,372971237;0,394417524;0,592308164;0,55533272
sub-0595;0,544444144;0,699763;0,63493669;0,486199826;0,507595599;0,328988671;0,545476675;0,832636476;0,506878078;0,043844622;-0,095165431;0,675615728;0,529892564;0,564404607;0,199543163;0,558273137;0,244901896;0,111600451;0,321653306;0,326890767;0,704437852
sub-0596;0,032399721;0,336494029;0,008575932;0,354907513;0,389823794;0,484587491;0,318871379;0,70420748;0,233086854;-0,206308618;-0,202531695;0,537369132;0,158370778;0,307925671;0,005348488;0,180442184;0,096387967;-0,17816934;0,247550637;0,342952549;0,562242985
sub-0597;0,194476768;0,720888734;0,397222966;-0,069088183;0,265001982;0,341709793;0,2165903;0,49478066;0,21588555;0,200108767;0,350900412;0,492061406;-0,107114747;0,432948261;0,315784872;0,191057399;0,60630548;0,564771891;0,068805367;0,306635618;0,57331419
sub-0598;0,448071361;0,588250339;0,239812598;0,148769915;0,075683497;0,361822993;0,523165166;0,451141775;0,117266335;0,099941738;0,143304333;0,347333312;0,113263912;0,499727547;0,423067927;0,231625333;0,319238424;0,177875638;0,13892056;0,319449544;0,4280608
sub-0599;0,69230181;0,529458582;0,404642463;0,32919243;0,23409164;0,164367229;0,492969185;0,546050906;0,523268342;0,366073728;0,336871862;0,460487813;0,343798518;0,631965756;0,091275439;0,238979563;0,40901199;-0,059658129;0,346468866;0,512493193;0,405504018
sub-0600;0,575806797;0,539656997;0,383722812;0,473428637;0,539810359;0,514048576;0,32658574;0,589338958;0,389878899;0,423537016;0,503422916;0,462187707;0,307079017;0,726480424;0,380840629;0,489346862;0,436447531;0,26340276;0,396698505;0,43295759;0,700239658
sub-0601;0,556114376;0,685109556;0,421799421;0,189003393;-0,096766874;0,005684006;0,706192076;0,764909923;0,279337168;0,255584389;0,167069882;0,599904299;0,304010689;0,179865882;0,047217958;0,270184398;0,288381994;0,022740958;0,460814357;0,379399061;0,692223728
sub-0602;0,656067371;0,446076781;0,435107708;0,336690962;0,419440538;0,483330727;0,611003816;0,664798915;0,333509952;0,333730847;0,271996051;0,636794925;0,477791846;0,595264673;0,347613871;0,378599197;0,479036391;0,277646631;0,499787748;0,669811189;0,677421093
sub-0604;0,683757782;0,631408811;0,71069473;0,576580167;0,661248863;0,65479213;0,689453065;0,858647645;0,424226999;0,689304471;0,442365855;0,836989582;0,457978487;0,677411258;0,327128172;0,492002159;0,722923398;0,417114437;0,640560448;0,739918172;0,666888475
sub-0605;0,178907856;0,487618148;0,544150651;-0,005620535;0,356798291;-0,008676002;0,341223091;0,370796978;0,278350353;0,075881146;0,262689918;0,476478487;0,124554873;0,678284287;0,395857632;-0,087174781;0,309328079;0,007883542;0,079549216;0,262877673;0,375845402
sub-0606;0,303176314;0,178189605;0,261671692;0,346646786;0,262770563;0,426289588;0,599473178;0,682067931;0,084871329;0,410001814;0,338967413;0,562666893;0,053117864;0,54001528;0,171505436;0,346582949;0,648474872;0,473229975;0,202869102;0,464404255;0,574701726
sub-0607;0,535066843;0,682934642;0,609556258;-0,002792962;0,593031347;0,344075501;0,656758845;0,85957855;0,119508475;0,678488195;0,580018103;0,723446906;0,093694791;0,791596293;0,540940762;0,242550507;0,729777038;0,597127557;0,186258718;0,505105674;0,724017918
sub-0608;0,621686816;0,666927993;0,735343516;0,547760427;0,730658472;0,568859279;0,742972255;0,780013442;0,647150934;0,764668822;0,480647773;0,725714266;0,648825586;0,85786128;0,410452336;0,599895179;0,839972198;0,529594421;0,66572845;0,609732926;0,505872369
sub-0609;0,360619962;0,405511677;0,280372173;0,4134776;0,357934773;0,470804095;0,558115065;0,507301927;0,489299119;0,454319149;0,456645429;0,326732129;0,264732391;0,807538211;0,247747824;0,068553768;0,219287544;0,019262001;0,225646615;0,46959734;0,289345771
sub-0669;0,656858802;0,514749825;0,368855536;0,136720985;0,324238449;0,571692705;0,426874101;0,534159601;0,277426302;0,104546674;0,437034428;0,547952414;0,017226294;0,752759337;0,424101561;0,103663616;0,365228146;0,085801832;-0,151146874;0,067036904;0,479029208
sub-0670;0,270818025;0,484165996;0,060280092;0,539727926;0,250858784;0,785469115;0,696523309;0,784865379;0,366073579;0,588394463;0,366567701;0,599322796;0,419159532;0,69379282;0,60251987;0,224814534;0,586139381;0,18939741;0,307232052;0,605660617;0,493016005
sub-0671;0,607739151;0,757686377;0,594190001;0,337397546;0,453492075;0,151819974;0,629361093;0,606492341;0,390058517;0,113383584;0,070968002;0,665294826;0,235587627;0,578961015;0,016461017;0,331736118;0,395735025;0,185557216;0,100589648;0,41718021;0,238757342
sub-0672;0,38394621;0,532661319;0,083218925;0,150595725;0,302529305;0,694574058;0,193239078;0,64831388;0,323209167;0,488808244;0,580595851;0,187777564;0,176773429;0,57512182;0,618082404;0,372012645;0,656167448;0,456655562;0,231141537;0,311728388;0,62902844
sub-0673;0,604218781;0,814275086;0,36449492;0,59968704;0,374601185;0,509189904;0,674470127;0,710508645;0,600803673;0,641636252;0,597409487;0,501773953;0,717404425;0,545500517;0,584540665;0,397610694;0,757853866;0,498340011;0,425775081;0,55839926;0,593891501
sub-0674;0,765600979;0,844095767;0,556079626;0,447695673;0,312862813;0,474749506;0,801841617;0,75398314;0,540317595;0,379192412;0,548876047;0,669575036;0,588232815;0,550230563;0,618993044;0,574637175;0,671225667;0,693792105;0,565374196;0,62189275;0,789148808
