;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
sub-0234;0,490862817;0,463136762;0,525225401;0,467845857;0,544770598;0,517212749;0,457246333;0,509799778;0,49881795;0,644786358;0,538039625;0,633573592;0,48049596;0,482933074;0,167323574;0,425285399;0,464831799;0,172119528;0,543694198;0,494372576;0,649515033
sub-0235;0,730675578;0,509663522;0,463690907;0,346365601;0,560371339;0,491254658;0,656276107;0,612038255;0,45538345;0,532715917;0,286489129;0,770665169;0,290593624;0,755667984;0,392465621;0,318580806;0,600857377;0,199842438;0,377048314;0,320614964;0,712026238
sub-0236;0,76481986;0,528107822;0,578498602;0,717856348;0,447489887;0,471290648;0,65838021;0,770969629;0,696115673;0,504381895;0,363100827;0,70610553;0,660936177;0,828600228;0,509325087;0,641730011;0,5748927;0,424686581;0,606771231;0,536515236;0,684304893
sub-0238;0,25629881;0,467910737;0,112693645;0,311691135;0,386914253;0,645420611;0,496450394;0,731600583;0,321594179;0,145902172;0,074587904;0,460319132;0,368027389;0,61342895;0,143714622;0,277807415;0,013950321;-0,166124836;0,286167622;0,32911396;0,296130151
sub-0239;0,751323462;0,633336127;0,717648089;0,526316583;0,283744633;0,051500298;0,628769159;0,806151271;0,37383455;0,271015406;0,042875852;0,584641755;0,210859492;0,640133977;-0,098532185;0,341349959;0,313728452;0,036467217;0,010219108;0,327955484;0,325177103
sub-0240;0,171965644;0,64428544;0,399327427;-0,212422028;0,459390312;0,290658981;0,552624643;0,801208377;-0,00044367;0,450042665;0,232218742;0,651728511;-0,19226712;0,540759802;0,247374907;-0,074580334;0,605633497;0,320388108;0,092085414;0,470594198;0,699477017
sub-0241;0,546571612;0,456212431;0,264199018;0,316478312;0,405153841;0,355479658;0,696067691;0,651536882;0,117974825;0,489174366;0,248685583;0,674070179;0,060566578;0,578864276;0,111477986;-0,30913952;0,353383034;-0,063013986;0,295532405;0,47342059;0,655141234
sub-0242;0,436541498;0,455103517;0,427594602;0,335281074;0,426896721;0,573139071;0,314155787;0,709240913;0,417375863;0,240532652;0,335124195;0,58110708;0,226967543;0,750656784;0,213448495;0,285498798;0,391456604;0,192698717;0,229791209;0,405683935;0,394318581
sub-0244;0,791411698;0,703092396;0,744162202;0,351049155;0,628356099;0,498951763;0,799541593;0,823751032;0,449966103;0,673321486;0,581756949;0,79262495;0,361546457;0,754576266;0,396375746;0,437509388;0,656435132;0,487785131;0,519311845;0,730496168;0,675547123
sub-0245;0,683399916;0,714974344;0,783280134;0,27973032;0,657734692;0,603700876;0,598776221;0,83043009;0,134250224;0,536114991;0,443177849;0,66181159;0,526765287;0,776563585;0,687777162;0,21367386;0,651312351;0,564986944;0,528357804;0,640674949;0,833704591
sub-0246;0,684228122;0,549414992;0,46221748;0,555951238;0,601990044;0,688824236;0,755651355;0,724629939;0,528640807;0,576878786;0,383247107;0,873360932;0,53494221;0,724708855;0,115746312;0,419144064;0,680556297;0,02522088;0,514297187;0,51054877;0,412078738
sub-0247;0,710988224;0,840364993;0,677921295;0,542217851;0,740425885;0,717841327;0,811268628;0,768750846;0,3646321;0,712245047;0,627562761;0,774415135;0,385382533;0,783947229;0,605119467;0,443393797;0,847475231;0,659830272;0,41899994;0,565481842;0,824161112
sub-0248;0,589161992;0,600442052;0,595785558;0,563468039;0,55516082;0,496869892;0,679459631;0,695216238;0,571049094;0,619844198;0,580034375;0,674664795;0,617808163;0,661759257;0,623932421;0,598171413;0,64147073;0,592520118;0,640202582;0,614340961;0,66064471
sub-0249;0,828788996;0,595466614;0,657603085;0,423069805;0,564408481;0,557402849;0,615009248;0,710048079;0,447510749;0,533331633;0,641625106;0,726464868;0,474832326;0,838926017;0,492590994;0,483104855;0,75083524;0,646837294;0,552772701;0,701194704;0,534027159
sub-0250;0,4819341;0,703144312;0,49040845;0,436644912;0,430861145;0,449152529;0,704872668;0,7584337;0,633338094;0,548763335;0,588910818;0,74265188;0,665110707;0,768722653;0,533031046;0,605700493;0,618032813;0,405659318;0,755262196;0,724173367;0,627452314
sub-0251;0,251179814;0,808489263;0,626049519;0,348558456;0,730418026;0,206992671;0,558206201;0,792546511;0,423521399;0,57399255;0,490013063;0,836227179;0,362330109;0,8640486;0,241586655;0,41665265;0,785491049;0,338335216;0,521865368;0,820318222;0,468473226
sub-0252;0,315282941;0,574753582;0,240131944;0,290985614;0,500897229;0,667400658;0,664992034;0,838082254;0,244368508;0,631197512;0,522654653;0,63839817;0,209189057;0,766881824;0,687779963;0,203821316;0,708732367;0,552618504;0,42610839;0,464476168;0,816727459
sub-0253;0,559773684;0,54312098;0,642669439;0,264666587;0,566475034;0,330403626;0,27844429;0,67666471;0,332727879;0,523781359;0,455647916;0,417990983;0,094175458;0,657371998;-0,06190357;0,313641578;0,495833427;0,299036741;0,254206866;0,372964084;0,481558591
sub-0254;0,279072016;0,366313249;0,214832678;0,191302374;0,547866285;0,321054876;0,670633137;0,821452916;0,468092293;0,565763235;0,279094219;0,671115696;0,298347026;0,717892468;0,389932841;0,36334312;0,563575149;0,206077799;0,20788452;0,312046736;0,497817427
sub-0255;0,743064761;0,682513714;0,720597506;0,626198292;0,482724279;0,590272844;0,785431743;0,741813421;0,738238931;0,567920685;0,651642859;0,810528934;0,640511036;0,524204433;0,453091323;0,625806212;0,652594864;0,506858528;0,612920702;0,717880905;0,755157173
sub-0259;0,635430455;0,732343495;0,685556173;0,567263603;0,699126124;0,812871277;0,662520647;0,862698436;0,374295235;0,674763978;0,687388599;0,743495405;0,579770744;0,866878331;0,79406774;0,416061044;0,726032376;0,725864232;0,581603408;0,610108554;0,79942292
sub-0260;0,501242936;0,733338416;0,361578941;0,174848735;0,449284911;0,382685632;0,586021602;0,642834306;0,113802329;0,586181283;0,446964622;0,596987307;0,140773311;0,649557471;0,322660297;0,11626745;0,656858861;0,250743002;0,333427221;0,502205431;0,661255598
sub-0261;0,216986895;0,186155364;0,151259184;0,209849656;-0,010093437;0,301743627;0,425028294;0,588587224;-0,09907037;0,429996282;0,399749368;0,443628967;-0,178024605;0,672202766;0,173674822;0,156520665;0,589744985;0,449530751;0,014573013;0,440277994;0,355153888
sub-0263;0,336788177;0,675662518;0,464359254;0,397156924;0,580275297;0,525270939;0,480098724;0,634285033;0,552065432;0,378726423;0,475440264;0,546001732;0,484279692;0,760832071;0,568779886;0,347081661;0,474026233;0,235983267;0,539673746;0,713516891;0,703749716
sub-0264;0,53748703;0,772203386;0,591336012;0,551807404;0,427832425;0,444518775;0,733293891;0,88559866;0,570532739;0,759297967;0,808072031;0,770197511;0,673041403;0,724811256;0,690514565;0,57133621;0,800971925;0,805735111;0,528835177;0,655018687;0,83581537
sub-0267;0,609932005;0,703302562;0,60909915;0,436489493;0,322577715;0,408118904;0,574097931;0,768160999;0,437533677;0,468856722;0,380831301;0,720039189;0,299658209;0,572865903;0,460549116;0,426372707;0,561611831;0,304246038;0,29416284;0,34925431;0,614187837
sub-0268;0,25386557;0,461887836;0,494428426;0,245015427;0,40716064;0,408196151;0,725381911;0,731976688;0,212670729;0,419615418;0,024553563;0,767395258;0,137802646;0,574714422;0,024394006;0,087711476;0,473291665;-0,004677485;0,097523987;0,483898103;0,278874278
sub-0269;0,213810176;0,367432296;0,162002876;0,271054059;0,423416436;0,553629994;0,649236083;0,851535141;0,56479007;0,685144544;0,482054174;0,643995225;0,561392725;0,743584931;0,712509632;0,482421935;0,691890597;0,422515005;0,605517566;0,673922181;0,733459771
sub-0270;0,517077446;0,603027821;0,477644712;0,404673368;0,394392639;0,444809377;0,652473211;0,743623078;0,564230859;0,326215893;0,300158888;0,731196761;0,625188768;0,768460274;0,611745298;0,605088115;0,491074294;0,349009752;0,571951389;0,601034164;0,66765523
sub-0272;0,696788669;0,683175623;0,686729074;0,19559072;0,587783039;0,414518505;0,691911459;0,746052146;0,14409557;0,603356302;0,483936429;0,729881525;0,279829115;0,736727595;0,434593946;0,261694252;0,666674435;0,500202417;0,305497795;0,52464056;0,636318326
sub-0273;0,405023903;0,345483154;0,111757509;0,492613614;0,42118907;0,765856922;0,367660969;0,553894937;0,528102458;0,341335475;0,350633323;0,520006299;0,384465992;0,794600725;0,355534911;0,513520777;0,500367284;0,079350151;0,43837297;0,478527099;0,511397958
sub-0274;0,437201679;0,482082009;0,432718337;0,451600343;0,501849115;0,563249409;0,484083891;0,736148775;0,258198619;0,394764483;0,521413624;0,538885117;0,343002558;0,609469831;0,486175954;0,289514035;0,539031923;0,577823102;0,471936196;0,428926915;0,632079303
sub-0275;0,351164937;0,777432263;0,567533791;0,351759702;0,747440994;0,740647316;0,408066511;0,763044775;0,231395885;0,285124481;0,270580739;0,623343408;0,403999597;0,756842554;0,71159631;0,279882312;0,576354921;0,546281219;0,420298606;0,425647527;0,846728384
sub-0276;0,718067288;0,760917664;0,702635288;0,258466393;0,753470004;0,740719378;0,769503474;0,73266077;0,308540136;0,731527627;0,794754684;0,684092224;0,376027972;0,830626667;0,712853193;0,356375158;0,690246522;0,619958818;0,359552383;0,258682221;0,786546886
sub-0277;0,171543717;0,400588334;0,225662857;0,401067019;0,408906221;0,508289993;0,441454887;0,384452105;0,540174842;0,470520049;0,576743066;0,646388769;0,447036058;0,840437353;0,32082653;0,438510925;0,67567569;0,411904514;0,521302164;0,695602834;0,409089804
sub-0278;0,321785361;0,657432795;0,199193299;0,364181578;0,094450705;0,125506669;0,588866174;0,250481755;0,457780927;0,059355423;0,180323869;0,317225218;0,443480402;0,195168704;0,247800767;0,382165879;0,523655951;0,567281842;0,236048445;0,319764495;0,787829459
sub-0279;0,73821789;0,682478547;0,502572715;0,390272379;0,218003184;0,283691108;0,708210766;0,648969054;0,440754473;0,314770103;0,429050595;0,794687092;0,590867698;0,691958785;0,634896398;0,563806057;0,642325163;0,607794464;0,348918885;0,574622035;0,727464557
sub-0281;0,180525661;0,727202475;0,112990052;0,232696891;0,590427577;0,045434356;0,239102393;0,616165996;0,102603897;0,195958629;0,037475538;0,09808629;0,180217922;0,444112927;-0,05260098;-0,005542833;0,001208957;-0,274092108;0,356725454;0,466232449;0,428397
sub-0284;0,562433958;0,609418571;0,602936804;0,368196338;0,52602458;0,498789519;0,700600207;0,778220534;0,474955618;0,527125061;0,403137505;0,691990495;0,442485839;0,526109397;0,394928157;0,488375813;0,517171144;0,365450591;0,428880364;0,439939409;0,708217442
sub-0288;0,600749135;0,612735331;0,582470059;0,038123138;0,430411905;0,153213143;0,408622444;0,754538119;0,370331019;0,367130578;0,376179159;0,589860737;0,025633873;0,673924029;0,090629168;0,428239048;0,532814324;0,398851365;0,230152994;0,573487282;0,503692091
sub-0289;0,522709846;0,465124816;0,577070355;0,309694797;0,394791633;0,504616439;0,58138907;0,811188996;0,508906305;0,384746224;0,367026359;0,583624482;0,246772319;0,608368516;0,336792737;0,526986897;0,433458567;0,443841785;0,207730353;0,405519217;0,700684667
sub-0290;0,778359771;0,734968185;0,586143613;0,551168144;0,57392019;0,659982681;0,796128213;0,829293489;0,688325524;0,713059068;0,797825813;0,831260145;0,733474731;0,781190395;0,791142344;0,743228137;0,755612135;0,803822279;0,600521863;0,790321708;0,819640934
sub-0291;0,461713016;0,429307669;0,048272047;0,321406573;0,438450694;0,595559776;0,547092676;0,684278071;0,661697507;0,778149128;0,81708777;0,527074873;0,297626525;0,539264917;0,4378497;0,480485678;0,693974197;0,552823842;0,546248496;0,635849595;0,799375236
sub-0292;0,761009872;0,764760852;0,795184851;0,399539888;0,817871571;0,775665462;0,87597096;0,830562174;0,265222162;0,725313127;0,608739257;0,840080798;0,265512973;0,741797626;0,583097994;0,388935596;0,813157201;0,659701467;0,54750824;0,531041384;0,822294712
sub-0293;0,461537242;0,496117592;0,241462335;0,504718065;0,237068474;0,501110137;0,592186272;0,731801152;0,355719477;0,265801907;0,563821554;0,536833704;0,412023276;0,46402657;0,386704832;0,276205331;0,32156989;0,373930961;0,316396326;0,520509064;0,423273623
sub-0299;0,570954502;0,779192984;0,623483837;0,286913931;0,284398079;0,285677463;0,601363719;0,578215361;0,032876097;0,128606111;0,041622899;0,660638988;0,271815091;0,547369182;0,346629232;0,246302158;0,45473662;0,238178238;0,396146059;0,593935907;0,696921945
sub-0301;0,25871563;0,607119679;0,514263451;0,209820807;0,562547743;0,311361521;0,644735694;0,714377642;0,530877173;0,557768345;0,700644135;0,814842165;0,522212505;0,836291194;0,716419578;0,463155776;0,798287153;0,744918048;0,545824587;0,586560845;0,808549166
sub-0302;0,858399451;0,818978906;0,804332376;0,661657393;0,716399133;0,7736696;0,818811953;0,878719032;0,655075431;0,695451856;0,762465358;0,831818879;0,673852503;0,841915548;0,847407997;0,57495743;0,846872389;0,829195917;0,525848091;0,651313841;0,840261996
sub-0304;0,625137448;0,821320534;0,579386294;0,0724691;0,645460367;0,454364985;0,791104436;0,807354689;0,25443089;0,774767339;0,595227063;0,7642079;0,129472986;0,791923642;0,544756949;0,133283854;0,722774506;0,37905243;0,225181803;0,571382701;0,575565279
sub-0306;0,146693572;0,514441729;0,073231131;0,086513609;0,338658839;0,364825428;0,047487337;0,367882222;0,297011375;0,352983326;0,500918388;0,406867325;0,293789417;0,632928431;0,410622686;0,426749378;0,610966146;0,463373989;0,377178103;0,516267717;0,652559698
sub-0307;0,872258008;0,904182255;0,790784717;0,806242645;0,746424139;0,843102396;0,925775886;0,884631157;0,871532202;0,84663862;0,875300348;0,891286492;0,894985259;0,89863801;0,921753824;0,901140809;0,891212583;0,878810227;0,881478369;0,891667366;0,924105406
sub-0308;0,615491152;0,598776221;0,613549888;0,082299985;0,530545831;0,490523636;0,59351927;0,735338449;0,36021769;0,320659935;0,267534852;0,620395958;0,205915034;0,506825864;0,357985228;0,382728964;0,532473922;0,421004623;0,159534648;0,035619311;0,655065477
